GMT Time Correction = -14400
Lg00 (Basic Log) Log:
Rec #,Date ,Time,  Pressure [dBars],    LightIntensity,       IntTemp [C],       ExtTemp [C],      C_TooDimFlag,     Valid Flag
   1324,2/23/2022, 23:40:40,            -21.38,                 1,             28.30,             28.96,                 1,              1
   1325,2/23/2022, 23:40:50,            -22.38,                 1,             28.30,             28.96,                 1,              1
   1326,2/23/2022, 23:41:00,            -21.38,                 1,             28.30,             28.96,                 1,              1
   1327,2/23/2022, 23:41:10,            -21.38,                 1,             28.30,             28.94,                 1,              1
   1328,2/23/2022, 23:41:20,            -20.38,                 1,             28.30,             28.96,                 1,              1
   1329,2/23/2022, 23:41:30,            -22.38,                 1,             28.30,             28.94,                 1,              1
   1330,2/23/2022, 23:41:40,            -21.38,                 1,             28.30,             28.96,                 1,              1
   1331,2/23/2022, 23:41:50,            -21.38,                 1,             28.30,             28.96,                 1,              1
   1332,2/23/2022, 23:42:00,            -20.38,                 1,             28.30,             28.96,                 1,              1
   1333,2/23/2022, 23:42:10,            -21.38,                 1,             28.30,             28.96,                 1,              1
   1334,2/23/2022, 23:42:20,            -22.38,                 1,             28.30,             28.96,                 1,              1
   1335,2/23/2022, 23:42:30,            -22.38,                 1,             28.30,             28.94,                 1,              1
   1336,2/23/2022, 23:42:40,            -21.38,                 1,             28.30,             28.96,                 1,              1
   1337,2/23/2022, 23:42:50,            -22.38,                 1,             28.30,             28.94,                 1,              1
   1338,2/23/2022, 23:43:00,            -21.38,                 1,             28.30,             28.94,                 1,              1
   1339,2/23/2022, 23:43:10,            -21.38,                 1,             28.34,             28.94,                 1,              1
   1340,2/23/2022, 23:43:20,            -21.38,                 1,             28.30,             28.94,                 1,              1
   1341,2/23/2022, 23:43:30,            -22.38,                 1,             28.30,             28.94,                 1,              1
   1342,2/23/2022, 23:43:40,            -21.38,                 1,             28.34,             28.96,                 1,              1
   1343,2/23/2022, 23:43:50,            -22.38,                 1,             28.34,             28.96,                 1,              1
   1344,2/23/2022, 23:44:00,            -21.38,                 1,             28.34,             28.96,                 1,              1
   1345,2/23/2022, 23:44:10,            -21.38,                 1,             28.34,             28.94,                 1,              1
   1346,2/23/2022, 23:44:20,            -21.38,                 1,             28.34,             28.96,                 1,              1
   1347,2/23/2022, 23:44:30,            -22.38,                 1,             28.34,             28.94,                 1,              1
   1348,2/23/2022, 23:44:40,            -21.38,                 1,             28.34,             28.96,                 1,              1
   1349,2/23/2022, 23:44:50,            -21.38,                 1,             28.34,             28.94,                 1,              1
   1350,2/23/2022, 23:45:00,            -21.38,                 1,             28.34,             28.96,                 1,              1
   1351,2/23/2022, 23:45:10,            -21.38,                 1,             28.34,             28.96,                 1,              1
   1352,2/23/2022, 23:45:20,            -21.38,                 1,             28.34,             28.96,                 1,              1
   1353,2/23/2022, 23:45:30,            -21.38,                 1,             28.34,             28.96,                 1,              1
   1354,2/23/2022, 23:45:40,            -22.38,                 1,             28.34,             28.94,                 1,              1
   1355,2/23/2022, 23:45:50,            -21.38,                 1,             28.34,             28.96,                 1,              1
   1356,2/23/2022, 23:46:00,            -20.38,                 1,             28.36,             28.96,                 1,              1
   1357,2/23/2022, 23:46:10,            -21.38,                 1,             28.34,             28.96,                 1,              1
   1358,2/23/2022, 23:46:20,            -20.38,                 1,             28.34,             28.96,                 1,              1
   1359,2/23/2022, 23:46:30,            -22.38,                 1,             28.36,             28.96,                 1,              1
   1360,2/23/2022, 23:46:40,            -22.38,                 1,             28.36,             28.96,                 1,              1
   1361,2/23/2022, 23:46:50,            -22.38,                 1,             28.36,             28.96,                 1,              1
   1362,2/23/2022, 23:47:00,            -22.38,                 1,             28.36,             28.96,                 1,              1
   1363,2/23/2022, 23:47:10,            -22.38,                 1,             28.36,             28.96,                 1,              1
   1364,2/23/2022, 23:47:20,            -22.38,                 1,             28.36,             28.96,                 1,              1
   1365,2/23/2022, 23:47:30,            -22.38,                 1,             28.36,             28.96,                 1,              1
   1366,2/23/2022, 23:47:40,            -22.38,                 1,             28.36,             28.96,                 1,              1
   1367,2/23/2022, 23:47:50,            -22.38,                 1,             28.36,             28.96,                 1,              1
   1368,2/23/2022, 23:48:00,            -22.38,                 1,             28.36,             28.96,                 1,              1
   1369,2/23/2022, 23:48:10,            -20.38,                 1,             28.36,             28.96,                 1,              1
   1370,2/23/2022, 23:48:20,            -22.38,                 1,             28.36,             28.96,                 1,              1
   1371,2/23/2022, 23:48:30,            -22.38,                 1,             28.36,             28.96,                 1,              1
   1372,2/23/2022, 23:48:40,            -22.38,                 1,             28.36,             28.96,                 1,              1
   1373,2/23/2022, 23:48:50,            -20.38,                 1,             28.36,             28.96,                 1,              1
   1374,2/23/2022, 23:49:00,            -22.38,                 1,             28.36,             28.96,                 1,              1
   1375,2/23/2022, 23:49:10,            -22.38,                 1,             28.36,             28.96,                 1,              1
   1376,2/23/2022, 23:49:20,            -22.38,                 1,             28.36,             28.96,                 1,              1
   1377,2/23/2022, 23:49:30,            -20.38,                 1,             28.36,             28.94,                 1,              1
   1378,2/23/2022, 23:49:40,            -22.38,                 1,             28.36,             28.96,                 1,              1
   1379,2/23/2022, 23:49:50,            -20.38,                 1,             28.36,             28.96,                 1,              1
   1380,2/23/2022, 23:50:00,            -21.38,                 1,             28.38,             28.96,                 1,              1
   1381,2/23/2022, 23:50:10,            -22.38,                 1,             28.36,             28.96,                 1,              1
   1382,2/23/2022, 23:50:20,            -20.38,                 1,             28.38,             28.96,                 1,              1
   1383,2/23/2022, 23:50:30,            -21.38,                 1,             28.38,             28.96,                 1,              1
   1384,2/23/2022, 23:50:40,            -21.38,                 1,             28.38,             28.96,                 1,              1
   1385,2/23/2022, 23:50:50,            -21.38,                 1,             28.38,             28.96,                 1,              1
   1386,2/23/2022, 23:51:00,            -21.38,                 1,             28.38,             28.96,                 1,              1
   1387,2/23/2022, 23:51:10,            -22.38,                 1,             28.38,             28.96,                 1,              1
   1388,2/23/2022, 23:51:20,            -21.38,                 1,             28.38,             28.96,                 1,              1
   1389,2/23/2022, 23:51:30,            -21.38,                 1,             28.38,             28.94,                 1,              1
   1390,2/23/2022, 23:51:40,            -21.38,                 1,             28.38,             28.96,                 1,              1
   1391,2/23/2022, 23:51:50,            -21.38,                 1,             28.38,             28.96,                 1,              1
   1392,2/23/2022, 23:52:00,            -21.38,                 1,             28.38,             28.96,                 1,              1
   1393,2/23/2022, 23:52:10,            -20.38,                 1,             28.38,             28.96,                 1,              1
   1394,2/23/2022, 23:52:20,            -21.38,                 1,             28.38,             28.94,                 1,              1
   1395,2/23/2022, 23:52:30,            -20.38,                 1,             28.38,             28.96,                 1,              1
   1396,2/23/2022, 23:52:40,            -21.38,                 1,             28.38,             28.96,                 1,              1
   1397,2/23/2022, 23:52:50,            -21.38,                 1,             28.38,             28.94,                 1,              1
   1398,2/23/2022, 23:53:00,            -21.38,                 1,             28.38,             28.96,                 1,              1
   1399,2/23/2022, 23:53:10,            -20.38,                 1,             28.38,             28.96,                 1,              1
   1400,2/23/2022, 23:53:20,            -22.38,                 1,             28.40,             28.96,                 1,              1
   1401,2/23/2022, 23:53:30,            -21.38,                 1,             28.38,             28.96,                 1,              1
   1402,2/23/2022, 23:53:40,            -21.38,                 1,             28.38,             28.96,                 1,              1
   1403,2/23/2022, 23:53:50,            -22.38,                 1,             28.40,             28.96,                 1,              1
   1404,2/23/2022, 23:54:00,            -21.38,                 1,             28.40,             28.94,                 1,              1
   1405,2/23/2022, 23:54:10,            -22.38,                 1,             28.40,             28.94,                 1,              1
   1406,2/23/2022, 23:54:20,            -22.38,                 1,             28.40,             28.94,                 1,              1
   1407,2/23/2022, 23:54:30,            -22.38,                 1,             28.40,             28.96,                 1,              1
   1408,2/23/2022, 23:54:40,            -20.38,                 1,             28.40,             28.94,                 1,              1
   1409,2/23/2022, 23:54:50,            -22.38,                 1,             28.40,             28.94,                 1,              1
   1410,2/23/2022, 23:55:00,            -22.38,                 1,             28.40,             28.94,                 1,              1
   1411,2/23/2022, 23:55:10,            -21.38,                 1,             28.40,             28.96,                 1,              1
   1412,2/23/2022, 23:55:20,            -22.38,                 1,             28.40,             28.94,                 1,              1
   1413,2/23/2022, 23:55:30,            -23.38,                 1,             28.40,             28.94,                 1,              1
   1414,2/23/2022, 23:55:40,            -22.38,                 1,             28.40,             28.96,                 1,              1
   1415,2/23/2022, 23:55:50,            -21.38,                 1,             28.40,             28.94,                 1,              1
   1416,2/23/2022, 23:56:00,            -22.38,                 1,             28.40,             28.94,                 1,              1
   1417,2/23/2022, 23:56:10,            -22.38,                 1,             28.40,             28.94,                 1,              1
   1418,2/23/2022, 23:56:20,            -22.38,                 1,             28.40,             28.94,                 1,              1
   1419,2/23/2022, 23:56:30,            -21.38,                 1,             28.40,             28.94,                 1,              1
   1420,2/23/2022, 23:56:40,            -22.38,                 1,             28.40,             28.94,                 1,              1
   1421,2/23/2022, 23:56:50,            -22.38,                 1,             28.40,             28.94,                 1,              1
   1422,2/23/2022, 23:57:00,            -22.38,                 1,             28.40,             28.94,                 1,              1
   1423,2/23/2022, 23:57:10,            -22.38,                 1,             28.40,             28.94,                 1,              1
   1424,2/23/2022, 23:57:20,            -22.38,                 1,             28.40,             28.94,                 1,              1
   1425,2/23/2022, 23:57:30,            -22.38,                 1,             28.40,             28.94,                 1,              1
   1426,2/23/2022, 23:57:40,            -22.38,                 1,             28.40,             28.94,                 1,              1
   1427,2/23/2022, 23:57:50,            -22.38,                 1,             28.40,             28.94,                 1,              1
   1428,2/23/2022, 23:58:00,            -22.38,                 1,             28.42,             28.94,                 1,              1
   1429,2/23/2022, 23:58:10,            -21.38,                 1,             28.40,             28.94,                 1,              1
   1430,2/23/2022, 23:58:20,            -23.38,                 1,             28.40,             28.94,                 1,              1
   1431,2/23/2022, 23:58:30,            -21.38,                 1,             28.40,             28.94,                 1,              1
   1432,2/23/2022, 23:58:40,            -22.38,                 1,             28.42,             28.94,                 1,              1
   1433,2/23/2022, 23:58:50,            -23.38,                 1,             28.42,             28.94,                 1,              1
   1434,2/23/2022, 23:59:00,            -22.38,                 1,             28.42,             28.94,                 1,              1
   1435,2/23/2022, 23:59:10,            -21.38,                 1,             28.42,             28.94,                 1,              1
   1436,2/23/2022, 23:59:20,            -22.38,                 1,             28.42,             28.94,                 1,              1
   1437,2/23/2022, 23:59:30,            -22.38,                 1,             28.42,             28.94,                 1,              1
   1438,2/23/2022, 23:59:40,            -22.38,                 1,             28.42,             28.94,                 1,              1
   1439,2/23/2022, 23:59:50,            -21.38,                 1,             28.42,             28.94,                 1,              1
   1440,2/24/2022, 00:00:00,            -22.38,                 1,             28.42,             28.94,                 1,              1
   1441,2/24/2022, 00:00:10,            -22.38,                 1,             28.42,             28.94,                 1,              1
   1442,2/24/2022, 00:00:20,            -21.38,                 1,             28.42,             28.94,                 1,              1
   1443,2/24/2022, 00:00:30,            -22.38,                 1,             28.42,             28.94,                 1,              1
   1444,2/24/2022, 00:00:40,            -21.38,                 1,             28.42,             28.94,                 1,              1
   1445,2/24/2022, 00:00:50,            -22.38,                 1,             28.42,             28.94,                 1,              1
   1446,2/24/2022, 00:01:00,            -22.38,                 1,             28.42,             28.94,                 1,              1
   1447,2/24/2022, 00:01:10,            -21.38,                 1,             28.44,             28.94,                 1,              1
   1448,2/24/2022, 00:01:20,            -21.38,                 1,             28.42,             28.94,                 1,              1
   1449,2/24/2022, 00:01:30,            -22.38,                 1,             28.42,             28.94,                 1,              1
   1450,2/24/2022, 00:01:40,            -22.38,                 1,             28.42,             28.94,                 1,              1
   1451,2/24/2022, 00:01:50,            -22.38,                 1,             28.42,             28.94,                 1,              1
   1452,2/24/2022, 00:02:00,            -23.38,                 1,             28.44,             28.94,                 1,              1
   1453,2/24/2022, 00:02:10,            -23.38,                 1,             28.44,             28.94,                 1,              1
   1454,2/24/2022, 00:02:20,            -22.38,                 1,             28.44,             28.94,                 1,              1
   1455,2/24/2022, 00:02:30,            -22.38,                 1,             28.42,             28.94,                 1,              1
   1456,2/24/2022, 00:02:40,            -22.38,                 1,             28.44,             28.94,                 1,              1
   1457,2/24/2022, 00:02:50,            -21.38,                 1,             28.44,             28.94,                 1,              1
   1458,2/24/2022, 00:03:00,            -21.38,                 1,             28.44,             28.94,                 1,              1
   1459,2/24/2022, 00:03:10,            -21.38,                 1,             28.44,             28.94,                 1,              1
   1460,2/24/2022, 00:03:20,            -22.38,                 1,             28.44,             28.94,                 1,              1
   1461,2/24/2022, 00:03:30,            -22.38,                 1,             28.44,             28.94,                 1,              1
   1462,2/24/2022, 00:03:40,            -23.38,                 1,             28.44,             28.94,                 1,              1
   1463,2/24/2022, 00:03:50,            -21.38,                 1,             28.44,             28.94,                 1,              1
   1464,2/24/2022, 00:04:00,            -23.38,                 1,             28.44,             28.94,                 1,              1
   1465,2/24/2022, 00:04:10,            -21.38,                 1,             28.44,             28.94,                 1,              1
   1466,2/24/2022, 00:04:20,            -21.38,                 1,             28.44,             28.94,                 1,              1
   1467,2/24/2022, 00:04:30,            -21.38,                 1,             28.44,             28.94,                 1,              1
   1468,2/24/2022, 00:04:40,            -23.38,                 1,             28.44,             28.94,                 1,              1
   1469,2/24/2022, 00:04:50,            -21.38,                 1,             28.44,             28.94,                 1,              1
   1470,2/24/2022, 00:05:00,            -22.38,                 1,             28.44,             28.96,                 1,              1
   1471,2/24/2022, 00:05:10,            -22.38,                 1,             28.44,             28.96,                 1,              1
   1472,2/24/2022, 00:05:20,            -22.38,                 1,             28.44,             28.94,                 1,              1
   1473,2/24/2022, 00:05:30,            -22.38,                 1,             28.44,             28.94,                 1,              1
   1474,2/24/2022, 00:05:40,            -22.38,                 1,             28.44,             28.94,                 1,              1
   1475,2/24/2022, 00:05:50,            -23.38,                 1,             28.44,             28.96,                 1,              1
   1476,2/24/2022, 00:06:00,            -22.38,                 1,             28.44,             28.96,                 1,              1
   1477,2/24/2022, 00:06:10,            -22.38,                 1,             28.44,             28.96,                 1,              1
   1478,2/24/2022, 00:06:20,            -22.38,                 1,             28.44,             28.94,                 1,              1
   1479,2/24/2022, 00:06:30,            -22.38,                 1,             28.44,             28.96,                 1,              1
   1480,2/24/2022, 00:06:40,            -22.38,                 1,             28.44,             28.94,                 1,              1
   1481,2/24/2022, 00:06:50,            -22.38,                 1,             28.44,             28.96,                 1,              1
   1482,2/24/2022, 00:07:00,            -22.38,                 1,             28.44,             28.96,                 1,              1
   1483,2/24/2022, 00:07:10,            -22.38,                 1,             28.44,             28.96,                 1,              1
   1484,2/24/2022, 00:07:20,            -22.38,                 1,             28.44,             28.96,                 1,              1
   1485,2/24/2022, 00:07:30,            -22.38,                 1,             28.48,             28.96,                 1,              1
   1486,2/24/2022, 00:07:40,            -22.38,                 1,             28.44,             28.96,                 1,              1
   1487,2/24/2022, 00:07:50,            -22.38,                 1,             28.48,             28.96,                 1,              1
   1488,2/24/2022, 00:08:00,            -22.38,                 1,             28.48,             28.94,                 1,              1
   1489,2/24/2022, 00:08:10,            -22.38,                 1,             28.44,             28.96,                 1,              1
   1490,2/24/2022, 00:08:20,            -22.38,                 1,             28.48,             28.94,                 1,              1
   1491,2/24/2022, 00:08:30,            -21.38,                 1,             28.44,             28.96,                 1,              1
   1492,2/24/2022, 00:08:40,            -21.38,                 1,             28.48,             28.96,                 1,              1
   1493,2/24/2022, 00:08:50,            -21.38,                 1,             28.48,             28.96,                 1,              1
   1494,2/24/2022, 00:09:00,            -22.38,                 1,             28.48,             28.96,                 1,              1
   1495,2/24/2022, 00:09:10,            -21.38,                 1,             28.48,             28.96,                 1,              1
   1496,2/24/2022, 00:09:20,            -21.38,                 1,             28.48,             28.96,                 1,              1
   1497,2/24/2022, 00:09:30,            -22.38,                 1,             28.48,             28.96,                 1,              1
   1498,2/24/2022, 00:09:40,            -22.38,                 1,             28.48,             28.96,                 1,              1
   1499,2/24/2022, 00:09:50,            -22.38,                 1,             28.48,             28.96,                 1,              1
   1500,2/24/2022, 00:10:00,            -22.38,                 1,             28.48,             28.96,                 1,              1
   1501,2/24/2022, 00:10:10,            -22.38,                 1,             28.48,             28.96,                 1,              1
   1502,2/24/2022, 00:10:20,            -22.38,                 1,             28.48,             28.96,                 1,              1
   1503,2/24/2022, 00:10:30,            -21.38,                 1,             28.48,             28.96,                 1,              1
   1504,2/24/2022, 00:10:40,            -22.38,                 1,             28.48,             28.96,                 1,              1
   1505,2/24/2022, 00:10:50,            -21.38,                 1,             28.48,             28.96,                 1,              1
   1506,2/24/2022, 00:11:00,            -22.38,                 1,             28.48,             28.96,                 1,              1
   1507,2/24/2022, 00:11:10,            -21.38,                 1,             28.48,             28.94,                 1,              1
   1508,2/24/2022, 00:11:20,            -21.38,                 1,             28.48,             28.94,                 1,              1
   1509,2/24/2022, 00:11:30,            -22.38,                 1,             28.48,             28.96,                 1,              1
   1510,2/24/2022, 00:11:40,            -21.38,                 1,             28.48,             28.96,                 1,              1
   1511,2/24/2022, 00:11:50,            -22.38,                 1,             28.48,             28.96,                 1,              1
   1512,2/24/2022, 00:12:00,            -21.38,                 1,             28.48,             28.96,                 1,              1
   1513,2/24/2022, 00:12:10,            -21.38,                 1,             28.48,             28.96,                 1,              1
   1514,2/24/2022, 00:12:20,            -21.38,                 1,             28.48,             28.94,                 1,              1
   1515,2/24/2022, 00:12:30,            -22.38,                 1,             28.48,             28.94,                 1,              1
   1516,2/24/2022, 00:12:40,            -22.38,                 1,             28.50,             28.96,                 1,              1
   1517,2/24/2022, 00:12:50,            -22.38,                 1,             28.48,             28.94,                 1,              1
   1518,2/24/2022, 00:13:00,            -22.38,                 1,             28.50,             28.94,                 1,              1
   1519,2/24/2022, 00:13:10,            -21.38,                 1,             28.48,             28.94,                 1,              1
   1520,2/24/2022, 00:13:20,            -20.38,                 1,             28.48,             28.94,                 1,              1
   1521,2/24/2022, 00:13:30,            -22.38,                 1,             28.48,             28.96,                 1,              1
   1522,2/24/2022, 00:13:40,            -22.38,                 1,             28.48,             28.94,                 1,              1
   1523,2/24/2022, 00:13:50,            -22.38,                 1,             28.48,             28.94,                 1,              1
   1524,2/24/2022, 00:14:00,            -22.38,                 1,             28.48,             28.94,                 1,              1
   1525,2/24/2022, 00:14:10,            -22.38,                 1,             28.50,             28.94,                 1,              1
   1526,2/24/2022, 00:14:20,            -21.38,                 1,             28.50,             28.96,                 1,              1
   1527,2/24/2022, 00:14:30,            -22.38,                 1,             28.50,             28.94,                 1,              1
   1528,2/24/2022, 00:14:40,            -23.38,                 1,             28.50,             28.96,                 1,              1
   1529,2/24/2022, 00:14:50,            -22.38,                 1,             28.50,             28.94,                 1,              1
   1530,2/24/2022, 00:15:00,            -22.38,                 1,             28.50,             28.94,                 1,              1
   1531,2/24/2022, 00:15:10,            -21.38,                 1,             28.50,             28.94,                 1,              1
   1532,2/24/2022, 00:15:20,            -23.38,                 1,             28.50,             28.94,                 1,              1
   1533,2/24/2022, 00:15:30,            -22.38,                 1,             28.50,             28.94,                 1,              1
   1534,2/24/2022, 00:15:40,            -21.38,                 1,             28.50,             28.94,                 1,              1
   1535,2/24/2022, 00:15:50,            -22.38,                 1,             28.50,             28.94,                 1,              1
   1536,2/24/2022, 00:16:00,            -22.38,                 1,             28.50,             28.94,                 1,              1
   1537,2/24/2022, 00:16:10,            -23.38,                 1,             28.50,             28.94,                 1,              1
   1538,2/24/2022, 00:16:20,            -22.38,                 1,             28.50,             28.94,                 1,              1
   1539,2/24/2022, 00:16:30,            -22.38,                 1,             28.50,             28.94,                 1,              1
   1540,2/24/2022, 00:16:40,            -22.38,                 1,             28.50,             28.94,                 1,              1
   1541,2/24/2022, 00:16:50,            -22.38,                 1,             28.50,             28.94,                 1,              1
   1542,2/24/2022, 00:17:00,            -22.38,                 1,             28.50,             28.94,                 1,              1
   1543,2/24/2022, 00:17:10,            -22.38,                 1,             28.50,             28.94,                 1,              1
   1544,2/24/2022, 00:17:20,            -22.38,                 1,             28.50,             28.94,                 1,              1
   1545,2/24/2022, 00:17:30,            -21.38,                 1,             28.50,             28.94,                 1,              1
   1546,2/24/2022, 00:17:40,            -21.38,                 1,             28.50,             28.94,                 1,              1
   1547,2/24/2022, 00:17:50,            -22.38,                 1,             28.50,             28.94,                 1,              1
   1548,2/24/2022, 00:18:00,            -21.38,                 1,             28.50,             28.94,                 1,              1
   1549,2/24/2022, 00:18:10,            -21.38,                 1,             28.50,             28.94,                 1,              1
   1550,2/24/2022, 00:18:20,            -21.38,                 1,             28.50,             28.94,                 1,              1
   1551,2/24/2022, 00:18:30,            -22.38,                 1,             28.50,             28.94,                 1,              1
   1552,2/24/2022, 00:18:40,            -22.38,                 1,             28.50,             28.94,                 1,              1
   1553,2/24/2022, 00:18:50,            -21.38,                 1,             28.50,             28.96,                 1,              1
   1554,2/24/2022, 00:19:00,            -22.38,                 1,             28.50,             28.94,                 1,              1
   1555,2/24/2022, 00:19:10,            -21.38,                 1,             28.50,             28.94,                 1,              1
   1556,2/24/2022, 00:19:20,            -21.38,                 1,             28.50,             28.94,                 1,              1
   1557,2/24/2022, 00:19:30,            -21.38,                 1,             28.50,             28.94,                 1,              1
   1558,2/24/2022, 00:19:40,            -21.38,                 1,             28.50,             28.94,                 1,              1
   1559,2/24/2022, 00:19:50,            -21.38,                 1,             28.50,             28.94,                 1,              1
   1560,2/24/2022, 00:20:00,            -22.38,                 1,             28.50,             28.94,                 1,              1
   1561,2/24/2022, 00:20:10,            -21.38,                 1,             28.50,             28.94,                 1,              1
   1562,2/24/2022, 00:20:20,            -22.38,                 1,             28.50,             28.94,                 1,              1
   1563,2/24/2022, 00:20:30,            -22.38,                 1,             28.50,             28.94,                 1,              1
   1564,2/24/2022, 00:20:40,            -21.38,                 1,             28.50,             28.94,                 1,              1
   1565,2/24/2022, 00:20:50,            -22.38,                 1,             28.50,             28.94,                 1,              1
   1566,2/24/2022, 00:21:00,            -22.38,                 1,             28.50,             28.94,                 1,              1
   1567,2/24/2022, 00:21:10,            -21.38,                 1,             28.50,             28.94,                 1,              1
   1568,2/24/2022, 00:21:20,            -21.38,                 1,             28.50,             28.94,                 1,              1
   1569,2/24/2022, 00:21:30,            -21.38,                 1,             28.50,             28.96,                 1,              1
   1570,2/24/2022, 00:21:40,            -21.38,                 1,             28.50,             28.94,                 1,              1
   1571,2/24/2022, 00:21:50,            -22.38,                 1,             28.52,             28.94,                 1,              1
   1572,2/24/2022, 00:22:00,            -22.38,                 1,             28.50,             28.94,                 1,              1
   1573,2/24/2022, 00:22:10,            -21.38,                 1,             28.50,             28.96,                 1,              1
   1574,2/24/2022, 00:22:20,            -21.38,                 1,             28.50,             28.94,                 1,              1
   1575,2/24/2022, 00:22:30,            -21.38,                 1,             28.50,             28.94,                 1,              1
   1576,2/24/2022, 00:22:40,            -22.38,                 1,             28.50,             28.94,                 1,              1
   1577,2/24/2022, 00:22:50,            -20.38,                 1,             28.50,             28.96,                 1,              1
   1578,2/24/2022, 00:23:00,            -21.38,                 1,             28.50,             28.94,                 1,              1
   1579,2/24/2022, 00:23:10,            -21.38,                 1,             28.52,             28.96,                 1,              1
   1580,2/24/2022, 00:23:20,            -22.38,                 1,             28.50,             28.96,                 1,              1
   1581,2/24/2022, 00:23:30,            -21.38,                 1,             28.50,             28.96,                 1,              1
   1582,2/24/2022, 00:23:40,            -21.38,                 1,             28.52,             28.94,                 1,              1
   1583,2/24/2022, 00:23:50,            -22.38,                 1,             28.52,             28.96,                 1,              1
   1584,2/24/2022, 00:24:00,            -21.38,                 1,             28.52,             28.96,                 1,              1
   1585,2/24/2022, 00:24:10,            -22.38,                 1,             28.52,             28.94,                 1,              1
   1586,2/24/2022, 00:24:20,            -22.38,                 1,             28.50,             28.96,                 1,              1
   1587,2/24/2022, 00:24:30,            -23.38,                 1,             28.52,             28.96,                 1,              1
   1588,2/24/2022, 00:24:40,            -21.38,                 1,             28.52,             28.94,                 1,              1
   1589,2/24/2022, 00:24:50,            -21.38,                 1,             28.52,             28.94,                 1,              1
   1590,2/24/2022, 00:25:00,            -21.38,                 1,             28.52,             28.94,                 1,              1
   1591,2/24/2022, 00:25:10,            -22.38,                 1,             28.52,             28.96,                 1,              1
   1592,2/24/2022, 00:25:20,            -22.38,                 1,             28.52,             28.96,                 1,              1
   1593,2/24/2022, 00:25:30,            -21.38,                 1,             28.52,             28.94,                 1,              1
   1594,2/24/2022, 00:25:40,            -20.38,                 1,             28.52,             28.94,                 1,              1
   1595,2/24/2022, 00:25:50,            -21.38,                 1,             28.52,             28.94,                 1,              1
   1596,2/24/2022, 00:26:00,            -22.38,                 1,             28.52,             28.94,                 1,              1
   1597,2/24/2022, 00:26:10,            -21.38,                 1,             28.52,             28.94,                 1,              1
   1598,2/24/2022, 00:26:20,            -22.38,                 1,             28.52,             28.94,                 1,              1
   1599,2/24/2022, 00:26:30,            -22.38,                 1,             28.52,             28.94,                 1,              1
   1600,2/24/2022, 00:26:40,            -21.38,                 1,             28.52,             28.94,                 1,              1
   1601,2/24/2022, 00:26:50,            -22.38,                 1,             28.52,             28.94,                 1,              1
   1602,2/24/2022, 00:27:00,            -23.38,                 1,             28.52,             28.94,                 1,              1
   1603,2/24/2022, 00:27:10,            -22.38,                 1,             28.52,             28.94,                 1,              1
   1604,2/24/2022, 00:27:20,            -21.38,                 1,             28.52,             28.94,                 1,              1
   1605,2/24/2022, 00:27:30,            -21.38,                 1,             28.52,             28.94,                 1,              1
   1606,2/24/2022, 00:27:40,            -22.38,                 1,             28.52,             28.94,                 1,              1
   1607,2/24/2022, 00:27:50,            -21.38,                 1,             28.52,             28.94,                 1,              1
   1608,2/24/2022, 00:28:00,            -21.38,                 1,             28.52,             28.94,                 1,              1
   1609,2/24/2022, 00:28:10,            -22.38,                 1,             28.52,             28.94,                 1,              1
   1610,2/24/2022, 00:28:20,            -22.38,                 1,             28.52,             28.94,                 1,              1
   1611,2/24/2022, 00:28:30,            -20.38,                 1,             28.52,             28.94,                 1,              1
   1612,2/24/2022, 00:28:40,            -21.38,                 1,             28.52,             28.94,                 1,              1
   1613,2/24/2022, 00:28:50,            -22.38,                 1,             28.52,             28.94,                 1,              1
   1614,2/24/2022, 00:29:00,            -22.38,                 1,             28.52,             28.94,                 1,              1
   1615,2/24/2022, 00:29:10,            -22.38,                 1,             28.52,             28.94,                 1,              1
   1616,2/24/2022, 00:29:20,            -21.38,                 1,             28.52,             28.94,                 1,              1
   1617,2/24/2022, 00:29:30,            -22.38,                 1,             28.52,             28.94,                 1,              1
   1618,2/24/2022, 00:29:40,            -21.38,                 1,             28.52,             28.94,                 1,              1
   1619,2/24/2022, 00:29:50,            -21.38,                 1,             28.52,             28.94,                 1,              1
   1620,2/24/2022, 00:30:00,            -22.38,                 1,             28.52,             28.94,                 1,              1
   1621,2/24/2022, 00:30:10,            -21.38,                 1,             28.52,             28.94,                 1,              1
   1622,2/24/2022, 00:30:20,            -22.38,                 1,             28.52,             28.94,                 1,              1
   1623,2/24/2022, 00:30:30,            -21.38,                 1,             28.52,             28.94,                 1,              1
   1624,2/24/2022, 00:30:40,            -22.38,                 1,             28.52,             28.94,                 1,              1
   1625,2/24/2022, 00:30:50,            -23.38,                 1,             28.52,             28.94,                 1,              1
   1626,2/24/2022, 00:31:00,            -22.38,                 1,             28.52,             28.94,                 1,              1
   1627,2/24/2022, 00:31:10,            -22.38,                 1,             28.52,             28.94,                 1,              1
   1628,2/24/2022, 00:31:20,            -21.38,                 1,             28.52,             28.94,                 1,              1
   1629,2/24/2022, 00:31:30,            -22.38,                 1,             28.52,             28.94,                 1,              1
   1630,2/24/2022, 00:31:40,            -22.38,                 1,             28.52,             28.94,                 1,              1
   1631,2/24/2022, 00:31:50,            -21.38,                 1,             28.52,             28.94,                 1,              1
